location,name,freq,weighting,n_factors,date,ret
usa,short_term_reversal,monthly,vw,5,1954-09-30,0.000912922430324592
usa,short_term_reversal,monthly,vw,5,1954-10-31,-0.0000649326832178779
usa,short_term_reversal,monthly,vw,5,1954-11-30,-0.0135304699204798
usa,short_term_reversal,monthly,vw,5,1954-12-31,0.00270314693056501
usa,short_term_reversal,monthly,vw,5,1955-01-31,0.0103513650947181
usa,short_term_reversal,monthly,vw,5,1955-02-28,0.0220686329822601
usa,short_term_reversal,monthly,vw,5,1955-03-31,-0.00300938342398066
usa,short_term_reversal,monthly,vw,5,1955-04-30,0.0117452827226411
usa,short_term_reversal,monthly,vw,5,1955-05-31,-0.00653378819689441
usa,short_term_reversal,monthly,vw,5,1955-06-30,0.0130622323397532
usa,short_term_reversal,monthly,vw,5,1955-07-31,-0.00630724492886926
usa,short_term_reversal,monthly,vw,5,1955-08-31,0.0147454590922528
usa,short_term_reversal,monthly,vw,5,1955-09-30,0.021045837752715
usa,short_term_reversal,monthly,vw,5,1955-10-31,0.0049037148305397
usa,short_term_reversal,monthly,vw,5,1955-11-30,0.00711174401269734
usa,short_term_reversal,monthly,vw,5,1955-12-31,0.0114633335310113
usa,short_term_reversal,monthly,vw,5,1956-01-31,-0.00478304133880193
usa,short_term_reversal,monthly,vw,5,1956-02-29,0.0147255444942473
usa,short_term_reversal,monthly,vw,5,1956-03-31,-0.000639036688165331
usa,short_term_reversal,monthly,vw,5,1956-04-30,-0.0195511512106813
usa,short_term_reversal,monthly,vw,5,1956-05-31,0.0135448190677455
usa,short_term_reversal,monthly,vw,5,1956-06-30,-0.00965424553531431
usa,short_term_reversal,monthly,vw,5,1956-07-31,-0.0157683406298452
usa,short_term_reversal,monthly,vw,5,1956-08-31,0.00853160684363769
usa,short_term_reversal,monthly,vw,5,1956-09-30,-0.0104372350201102
usa,short_term_reversal,monthly,vw,5,1956-10-31,0.00453604135743083
usa,short_term_reversal,monthly,vw,5,1956-11-30,-0.0102435718579164
usa,short_term_reversal,monthly,vw,5,1956-12-31,0.00211074878090764
usa,short_term_reversal,monthly,vw,5,1957-01-31,0.00814587882338545
usa,short_term_reversal,monthly,vw,5,1957-02-28,-0.0000791372793626372
usa,short_term_reversal,monthly,vw,5,1957-03-31,-0.00376719857685254
usa,short_term_reversal,monthly,vw,5,1957-04-30,-0.00282164025848307
usa,short_term_reversal,monthly,vw,5,1957-05-31,0.00194209285671875
usa,short_term_reversal,monthly,vw,5,1957-06-30,-0.0122850043832975
usa,short_term_reversal,monthly,vw,5,1957-07-31,0.00674184126787663
usa,short_term_reversal,monthly,vw,5,1957-08-31,-0.00956481216919496
usa,short_term_reversal,monthly,vw,5,1957-09-30,-0.00239435500559841
usa,short_term_reversal,monthly,vw,5,1957-10-31,-0.00591153892145308
usa,short_term_reversal,monthly,vw,5,1957-11-30,0.0012650870234844
